"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","doubledash-us-treatment-min-119-119 Value","doubledash-us-treatment-min-119-119 Exposure Volume","doubledash-us-treatment-min-119-119 Absolute Impact","doubledash-us-treatment-min-119-119 Absolute Impact Confidence Interval","doubledash-us-treatment-min-119-119 Relative Impact","doubledash-us-treatment-min-119-119 Relative Impact Confidence Interval","doubledash-us-treatment-min-119-119 P Value","doubledash-us-treatment-min-119-119 Significance","doubledash-us-treatment-min-119-119 Coverage","doubledash-us-treatment-min-119-119 Relative Global Lift","doubledash-us-treatment-min-119-119 Absolute Global Lift","doubledash-us-treatment-min-99-99 Value","doubledash-us-treatment-min-99-99 Exposure Volume","doubledash-us-treatment-min-99-99 Absolute Impact","doubledash-us-treatment-min-99-99 Absolute Impact Confidence Interval","doubledash-us-treatment-min-99-99 Relative Impact","doubledash-us-treatment-min-99-99 Relative Impact Confidence Interval","doubledash-us-treatment-min-99-99 P Value","doubledash-us-treatment-min-99-99 Significance","doubledash-us-treatment-min-99-99 Coverage","doubledash-us-treatment-min-99-99 Relative Global Lift","doubledash-us-treatment-min-99-99 Absolute Global Lift"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_inp_web","","mean","0.141219","111,069","0.140268","108,233","-0.000951","[-0.003988, +0.002087]","-0.006733","[-2.8243%, +1.4777%]","0.539531","-","0.038567","-0.000182","-0.000037","0.141910","107,625","0.000691","[-0.002383, +0.003765]","0.004890","[-1.6878%, +2.6658%]","0.659710","-","0.038567","0.000131","0.000027"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_inp_web","","mean","0.188920","123,382","0.188167","120,557","-0.000753","[-0.003682, +0.002176]","-0.003986","[-1.9491%, +1.152%]","0.614419","-","0.045388","-0.000169","-0.000034","0.186978","119,710","-0.001942","[-0.00481, +0.000925]","-0.010281","[-2.5458%, +0.4896%]","0.184297","-","0.045388","-0.000435","-0.000088"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_inp_web","","mean","0.087630","63,380","0.087889","61,960","0.000258","[-0.003256, +0.003772]","0.002946","[-3.7156%, +4.3048%]","0.885510","-","0.016726","0.000021","0.000004","0.087347","62,235","-0.000284","[-0.003694, +0.003126]","-0.003239","[-4.215%, +3.5671%]","0.870387","-","0.016726","-0.000023","-0.000005"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_inp_web","","mean","0.256579","29,743","0.252790","29,093","-0.003789","[-0.010309, +0.00273]","-0.014769","[-4.0179%, +1.0641%]","0.254629","-","0.006417","-0.000121","-0.000025","0.246549","29,042","-0.010030","[-0.016483, -0.003578]","-0.039093","[-6.4242%, -1.3944%]","0.002314","Significant","0.006417","-0.000319","-0.000065"
"page_dimension_cx_store_page","Dimension","cx_app_quality_inp_web","","mean","0.210951","124,901","0.209762","121,754","-0.001189","[-0.004214, +0.001836]","-0.005636","[-1.9976%, +0.8705%]","0.441158","-","0.060869","-0.000357","-0.000072","0.209619","120,867","-0.001332","[-0.004362, +0.001699]","-0.006313","[-2.0679%, +0.8053%]","0.389067","-","0.060869","-0.000399","-0.000081"
"cx_app_quality_page_action_error_android","Metric","N/A","","mean","0.002562","1,515,590","0.002601","1,473,122","0.000039","[-0.000015, +0.000093]","0.015276","[-0.5662%, +3.6213%]","0.152734","-","0.703527","0.010273","0.000028","0.002585","1,475,159","0.000023","[-0.000029, +0.000075]","0.008859","[-1.1425%, +2.9143%]","0.391998","-","0.703527","0.005957","0.000016"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_page_action_error_android","","mean","0.007693","113","0.028169","121","0.020476","[-0.016307, +0.05726]","2.661803","[-211.9789%, +744.3394%]","0.275243","-","0.000004","0.000000","0.000000","0.126667","117","0.118974","[-0.057445, +0.295393]","15.465824","[-746.7484%, +3,839.9132%]","0.186246","-","0.000004","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.002722","1,494,218","0.002752","1,452,258","0.000029","[-0.000034, +0.000093]","0.010812","[-1.2661%, +3.4284%]","0.366646","-","0.425380","0.004672","0.000013","0.002707","1,454,796","-0.000015","[-0.000079, +0.000048]","-0.005531","[-2.8874%, +1.7812%]","0.642356","-","0.425380","-0.002389","-0.000006"
"action_dimension_cx_create_address","Dimension","cx_app_quality_page_action_error_android","","mean","0.001697","507","0.001615","496","-0.000082","[-0.004682, +0.004518]","-0.048339","[-275.8046%, +266.1367%]","0.972108","-","0.000015","0.000000","0.000000","0.005137","503","0.003439","[-0.003262, +0.010141]","2.026169","[-192.1968%, +597.4307%]","0.314490","-","0.000015","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.002265","824,605","0.002262","802,248","-0.000003","[-0.000117, +0.00011]","-0.001490","[-5.1747%, +4.8768%]","0.953673","-","0.091336","0.000000","0.000000","0.002264","803,106","-0.000001","[-0.000116, +0.000115]","-0.000314","[-5.1204%, +5.0577%]","0.990367","-","0.091336","0.000000","0.000000"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_android","","mean","0.002508","1,323,218","0.002588","1,285,539","0.000080","[-0.000069, +0.00023]","0.032088","[-2.7567%, +9.1743%]","0.291766","-","0.142988","0.004286","0.000011","0.002637","1,287,728","0.000129","[-0.000016, +0.000275]","0.051551","[-0.6409%, +10.9511%]","0.081291","-","0.142988","0.006875","0.000018"
"action_dimension_cx_set_address","Dimension","cx_app_quality_page_action_error_android","","mean","0.004693","2,202","0.002304","2,189","-0.002389","[-0.005859, +0.00108]","-0.509058","[-124.8313%, +23.0196%]","0.177128","-","0.000071","0.000000","0.000000","0.003445","2,133","-0.001248","[-0.004797, +0.0023]","-0.265920","[-102.199%, +49.015%]","0.490606","-","0.000071","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_page_action_error_android","","mean","0.004062","6,222","0.003109","6,122","-0.000953","[-0.003689, +0.001783]","-0.234629","[-90.8119%, +43.8861%]","0.494728","-","0.000192","0.000000","0.000000","0.004047","6,192","-0.000015","[-0.002979, +0.002949]","-0.003717","[-73.3336%, +72.5902%]","0.992033","-","0.000192","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.001789","601,520","0.001883","585,016","0.000093","[-0.000122, +0.000309]","0.052232","[-6.8419%, +17.2883%]","0.396158","-","0.043532","0.001517","0.000004","0.001873","586,451","0.000084","[-0.000054, +0.000223]","0.047050","[-3.0442%, +12.4543%]","0.234044","-","0.043532","0.001372","0.000004"
"cx_app_quality_page_action_error_ios","Metric","N/A","","mean","0.005524","6,489,052","0.005481","6,301,329","-0.000044","[-0.000099, +0.000012]","-0.007894","[-1.789%, +0.2102%]","0.121650","-","0.705156","-0.005587","-0.000031","0.005504","6,297,277","-0.000021","[-0.000076, +0.000035]","-0.003723","[-1.3746%, +0.63%]","0.466569","-","0.705156","-0.002636","-0.000015"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_page_action_error_ios","","mean","0.028567","717,954","0.028171","696,723","-0.000396","[-0.001379, +0.000587]","-0.013856","[-4.8258%, +2.0546%]","0.429879","-","0.005931","-0.000427","-0.000002","0.028527","696,192","-0.000040","[-0.001028, +0.000949]","-0.001387","[-3.6002%, +3.3228%]","0.937395","-","0.005931","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_ios","","mean","0.002554","6,355,492","0.002544","6,171,838","-0.000010","[-0.00004, +0.00002]","-0.003897","[-1.5754%, +0.7961%]","0.519518","-","0.390601","-0.000706","-0.000004","0.002558","6,167,606","0.000005","[-0.000025, +0.000035]","0.001847","[-0.9974%, +1.3669%]","0.759386","-","0.390601","0.000335","0.000002"
"action_dimension_cx_create_address","Dimension","cx_app_quality_page_action_error_ios","","mean","0.001715","922,004","0.001872","892,676","0.000158","[-0.000026, +0.000341]","0.092060","[-1.4958%, +19.9078%]","0.091791","-","0.006565","0.000188","0.000001","0.001561","892,527","-0.000154","[-0.000327, +0.00002]","-0.089680","[-19.0845%, +1.1486%]","0.082310","-","0.006565","-0.000184","-0.000001"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_ios","","mean","0.001684","3,552,382","0.001657","3,446,808","-0.000028","[-0.00012, +0.000065]","-0.016414","[-7.136%, +3.8533%]","0.558228","-","0.086803","-0.000437","-0.000002","0.001734","3,446,773","0.000049","[-0.000046, +0.000144]","0.029232","[-2.7156%, +8.5621%]","0.309602","-","0.086803","0.000778","0.000004"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_ios","","mean","0.019169","5,471,762","0.019002","5,314,096","-0.000168","[-0.00044, +0.000104]","-0.008760","[-2.2929%, +0.5409%]","0.225599","-","0.128064","-0.003907","-0.000022","0.019007","5,311,975","-0.000162","[-0.000434, +0.00011]","-0.008455","[-2.2641%, +0.5732%]","0.242794","-","0.128064","-0.003772","-0.000021"
"action_dimension_cx_set_address","Dimension","cx_app_quality_page_action_error_ios","","mean","0.013798","71,448","0.014171","69,074","0.000372","[-0.001448, +0.002193]","0.026993","[-10.4929%, +15.8915%]","0.688397","-","0.000819","0.000000","0.000000","0.013971","69,078","0.000172","[-0.001385, +0.001729]","0.012492","[-10.0342%, +12.5326%]","0.828220","-","0.000819","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_page_action_error_ios","","mean","0.000177","1,117,293","0.000180","1,085,518","0.000003","[-0.000025, +0.000032]","0.019472","[-14.3725%, +18.2669%]","0.815099","-","0.016383","0.000000","0.000000","0.000198","1,085,322","0.000021","[-0.00001, +0.000051]","0.118047","[-5.4189%, +29.0284%]","0.179169","-","0.016383","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_ios","","mean","0.001467","3,161,367","0.001444","3,068,178","-0.000023","[-0.000066, +0.000021]","-0.015367","[-4.4819%, +1.4085%]","0.306470","-","0.070021","-0.000287","-0.000002","0.001489","3,067,701","0.000023","[-0.000021, +0.000066]","0.015369","[-1.4246%, +4.4984%]","0.309089","-","0.070021","0.000287","0.000002"
"cx_app_quality_page_action_error_web","Metric","N/A","","mean","0.002495","150,501","0.002562","146,962","0.000066","[-0.000103, +0.000235]","0.026556","[-4.1192%, +9.4304%]","0.442322","-","0.153656","0.002695","0.000010","0.002503","146,490","0.000005","[-0.00016, +0.000171]","0.002098","[-6.43%, +6.8497%]","0.950609","-","0.153656","0.000000","0.000000"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_page_action_error_web","","mean","0.015481","16,913","0.015997","16,598","0.000517","[-0.003044, +0.004077]","0.033381","[-19.6628%, +26.3389%]","0.776069","-","0.002078","0.000284","0.000001","0.014753","16,438","-0.000727","[-0.003868, +0.002413]","-0.046993","[-24.9873%, +15.5888%]","0.649842","-","0.002078","-0.000392","-0.000001"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_web","","mean","0.001170","128,741","0.001259","125,542","0.000089","[-0.000068, +0.000246]","0.075944","[-5.8367%, +21.0255%]","0.267760","-","0.086463","0.002034","0.000008","0.001161","125,066","-0.000009","[-0.000158, +0.000139]","-0.007860","[-13.4694%, +11.8974%]","0.903327","-","0.086463","0.000000","0.000000"
"action_dimension_cx_create_address","Dimension","cx_app_quality_page_action_error_web","","mean","0.001211","8,782","0.001628","8,601","0.000416","[-0.00164, +0.002473]","0.343845","[-135.3684%, +204.1373%]","0.691366","-","0.000912","0.000000","0.000000","0.003294","8,652","0.002083","[-0.00109, +0.005256]","1.719757","[-90.0325%, +433.984%]","0.198278","-","0.000912","0.000491","0.000002"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_web","","mean","0.001943","54,353","0.001908","52,668","-0.000035","[-0.000399, +0.000329]","-0.018093","[-20.5307%, +16.9122%]","0.849770","-","0.013461","0.000000","0.000000","0.002101","52,498","0.000158","[-0.000294, +0.00061]","0.081320","[-15.116%, +31.38%]","0.492977","-","0.013461","0.000564","0.000002"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_web","","mean","0.004461","125,017","0.004474","122,095","0.000013","[-0.000456, +0.000482]","0.002935","[-10.2199%, +10.8069%]","0.956365","-","0.030470","0.000000","0.000000","0.004281","121,384","-0.000180","[-0.00065, +0.00029]","-0.040298","[-14.5626%, +6.503%]","0.453334","-","0.030470","-0.001445","-0.000005"
"action_dimension_cx_set_address","Dimension","cx_app_quality_page_action_error_web","","mean","0.002270","47,085","0.002079","45,921","-0.000191","[-0.000825, +0.000444]","-0.083976","[-36.351%, +19.5559%]","0.555997","-","0.007101","-0.000359","-0.000001","0.002498","45,660","0.000228","[-0.000434, +0.00089]","0.100560","[-19.1009%, +39.2128%]","0.499055","-","0.007101","0.000430","0.000002"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_page_action_error_web","","mean","0.003268","24,234","0.002464","23,566","-0.000803","[-0.001939, +0.000332]","-0.245856","[-59.3418%, +10.1705%]","0.165616","-","0.003760","-0.000807","-0.000003","0.003146","23,355","-0.000122","[-0.001457, +0.001214]","-0.037215","[-44.5843%, +37.1413%]","0.858330","-","0.003760","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_web","","mean","0.006293","44,939","0.006858","43,604","0.000565","[-0.000504, +0.001634]","0.089738","[-8.0123%, +25.96%]","0.300458","-","0.009216","0.001377","0.000005","0.006743","43,646","0.000450","[-0.000598, +0.001497]","0.071461","[-9.4987%, +23.7908%]","0.400086","-","0.009216","0.001091","0.000004"
"cx_app_quality_page_load_error_android","Metric","N/A","","mean","0.003477","1,636,258","0.003483","1,589,535","0.000007","[-0.00002, +0.000033]","0.001981","[-0.5607%, +0.9569%]","0.608884","-","0.646883","0.001219","0.000004","0.003488","1,591,837","0.000010","[-0.000016, +0.000036]","0.002936","[-0.4501%, +1.0372%]","0.439114","-","0.646883","0.001807","0.000007"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.002551","1,408,567","0.002588","1,368,501","0.000037","[-0.000015, +0.000088]","0.014400","[-0.5717%, +3.4516%]","0.160638","-","0.097275","0.000977","0.000004","0.002551","1,371,298","-0.000001","[-0.000051, +0.00005]","-0.000197","[-2.0124%, +1.9729%]","0.984527","-","0.097275","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.004198","1,429,973","0.004132","1,389,184","-0.000067","[-0.00014, +0.000007]","-0.015875","[-3.3435%, +0.1685%]","0.076407","-","0.098234","-0.001792","-0.000007","0.004179","1,390,719","-0.000019","[-0.000091, +0.000053]","-0.004611","[-2.1735%, +1.2514%]","0.597708","-","0.098234","-0.000520","-0.000002"
"page_dimension_cx_item_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.001204","1,468,443","0.001190","1,428,032","-0.000015","[-0.000048, +0.000018]","-0.012167","[-3.9543%, +1.5209%]","0.383705","-","0.103846","-0.000416","-0.000002","0.001196","1,429,700","-0.000009","[-0.000041, +0.000023]","-0.007301","[-3.3902%, +1.9301%]","0.590652","-","0.103846","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.013759","1,506,776","0.013871","1,464,248","0.000113","[-0.000007, +0.000233]","0.008194","[-0.0516%, +1.6903%]","0.065191","-","0.092685","0.002859","0.000010","0.013844","1,466,476","0.000086","[-0.000034, +0.000205]","0.006226","[-0.2458%, +1.491%]","0.159966","-","0.092685","0.002176","0.000008"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.000416","1,336,785","0.000403","1,298,842","-0.000012","[-0.00003, +0.000005]","-0.030029","[-7.322%, +1.3162%]","0.172982","-","0.127965","-0.000437","-0.000002","0.000405","1,300,969","-0.000011","[-0.00003, +0.000007]","-0.027287","[-7.1867%, +1.7293%]","0.230271","-","0.127965","-0.000397","-0.000001"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.004045","598,163","0.004107","581,047","0.000062","[-0.000148, +0.000273]","0.015441","[-3.6524%, +6.7406%]","0.560307","-","0.008455","0.000000","0.000000","0.004069","582,180","0.000024","[-0.000181, +0.000229]","0.005922","[-4.4734%, +5.6578%]","0.818768","-","0.008455","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.000854","1,466,799","0.000838","1,424,563","-0.000016","[-0.000038, +0.000006]","-0.018281","[-4.4108%, +0.7547%]","0.165365","-","0.118461","-0.000506","-0.000002","0.000858","1,426,731","0.000004","[-0.000018, +0.000026]","0.004751","[-2.0647%, +3.0149%]","0.713880","-","0.118461","0.000000","0.000000"
"cx_app_quality_page_load_error_ios","Metric","N/A","","mean","0.001007","7,115,453","0.001010","6,909,809","0.000003","[-0.000005, +0.00001]","0.002665","[-0.5082%, +1.0412%]","0.500184","-","0.644997","0.001812","0.000002","0.001008","6,905,512","0.000000","[-0.000008, +0.000008]","0.000264","[-0.7465%, +0.7993%]","0.946543","-","0.644997","0.000000","0.000000"
"cx_app_quality_page_load_error_web","Metric","N/A","","mean","0.000527","239,074","0.000501","233,501","-0.000025","[-0.000068, +0.000017]","-0.047972","[-12.8531%, +3.2586%]","0.243150","-","0.132168","-0.003266","-0.000003","0.000492","232,917","-0.000035","[-0.000078, +0.000008]","-0.066500","[-14.7498%, +1.4498%]","0.107586","-","0.132168","-0.004497","-0.000005"
"cx_app_quality_page_load_latency_android","Metric","N/A","","mean","0.028906","1,640,537","0.028862","1,593,786","-0.000055","[-0.000264, +0.000155]","-0.001886","[-0.9118%, +0.5346%]","0.609227","-","0.651700","-0.001195","-0.000036","0.028962","1,595,936","0.000017","[-0.000192, +0.000225]","0.000580","[-0.6625%, +0.7785%]","0.874667","-","0.651700","0.000367","0.000011"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_page_load_latency_android","","mean","0.010887","1,411,688","0.010986","1,371,439","0.000099","[-0.000047, +0.000245]","0.009100","[-0.4305%, +2.2505%]","0.183357","-","0.097938","0.000326","0.000010","0.010967","1,374,217","0.000080","[-0.000065, +0.000226]","0.007387","[-0.5977%, +2.075%]","0.278661","-","0.097938","0.000264","0.000008"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_page_load_latency_android","","mean","0.055787","1,426,389","0.055555","1,385,791","-0.000232","[-0.000604, +0.000141]","-0.004156","[-1.0833%, +0.2521%]","0.222453","-","0.121945","-0.000951","-0.000028","0.055976","1,387,284","0.000189","[-0.000185, +0.000563]","0.003392","[-0.3316%, +1.0099%]","0.321636","-","0.121945","0.000775","0.000023"
"page_dimension_cx_item_page","Dimension","cx_app_quality_page_load_latency_android","","mean","0.014313","1,468,559","0.014167","1,428,264","-0.000146","[-0.000307, +0.000014]","-0.010221","[-2.1432%, +0.099%]","0.073952","-","0.136038","-0.000669","-0.000020","0.014275","1,429,830","-0.000038","[-0.000198, +0.000122]","-0.002676","[-1.3864%, +0.8511%]","0.639151","-","0.136038","-0.000175","-0.000005"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_page_load_latency_android","","mean","0.021482","1,506,859","0.021433","1,464,351","-0.000049","[-0.000307, +0.000208]","-0.002289","[-1.4282%, +0.9704%]","0.708371","-","0.070849","-0.000117","-0.000003","0.021593","1,466,497","0.000110","[-0.000149, +0.00037]","0.005141","[-0.6943%, +1.7225%]","0.404387","-","0.070849","0.000263","0.000008"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_page_load_latency_android","","mean","0.029167","1,339,909","0.029083","1,301,813","-0.000084","[-0.000341, +0.000173]","-0.002880","[-1.1692%, +0.5932%]","0.521821","-","0.072622","-0.000205","-0.000006","0.029139","1,303,874","-0.000028","[-0.000284, +0.000229]","-0.000951","[-0.9751%, +0.7848%]","0.832178","-","0.072622","-0.000068","-0.000002"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_page_load_latency_android","","mean","0.029582","596,722","0.029568","579,634","-0.000014","[-0.000529, +0.0005]","-0.000484","[-1.7878%, +1.6909%]","0.956479","-","0.011294","0.000000","0.000000","0.029389","580,781","-0.000193","[-0.000706, +0.000319]","-0.006537","[-2.3853%, +1.0779%]","0.459342","-","0.011294","-0.000073","-0.000002"
"page_dimension_cx_store_page","Dimension","cx_app_quality_page_load_latency_android","","mean","0.025079","1,446,937","0.025013","1,405,480","-0.000065","[-0.000309, +0.000178]","-0.002605","[-1.2323%, +0.7112%]","0.599246","-","0.094282","-0.000207","-0.000006","0.025182","1,407,714","0.000103","[-0.000142, +0.000348]","0.004109","[-0.5675%, +1.3892%]","0.410417","-","0.094282","0.000327","0.000010"
"cx_app_quality_page_load_latency_ios","Metric","N/A","","mean","0.037672","7,145,758","0.037716","6,938,739","0.000044","[-0.000029, +0.000117]","0.001164","[-0.0769%, +0.3096%]","0.237940","-","0.653439","0.000743","0.000029","0.037687","6,934,660","0.000010","[-0.000063, +0.000083]","0.000270","[-0.1666%, +0.2206%]","0.784538","-","0.653439","0.000173","0.000007"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_page_load_latency_ios","","mean","0.016165","3,005,291","0.016193","2,918,579","0.000029","[-0.000113, +0.00017]","0.001767","[-0.699%, +1.0523%]","0.692553","-","0.023050","0.000000","0.000000","0.016148","2,915,772","-0.000017","[-0.000156, +0.000123]","-0.001021","[-0.9622%, +0.758%]","0.815967","-","0.023050","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_page_load_latency_ios","","mean","0.051092","6,889,551","0.051130","6,691,370","0.000038","[-0.000071, +0.000147]","0.000737","[-0.1397%, +0.287%]","0.498594","-","0.231511","0.000226","0.000009","0.051038","6,687,242","-0.000055","[-0.000163, +0.000054]","-0.001067","[-0.3189%, +0.1055%]","0.324379","-","0.231511","-0.000328","-0.000013"
"page_dimension_cx_item_page","Dimension","cx_app_quality_page_load_latency_ios","","mean","0.039049","6,367,636","0.039079","6,183,976","0.000030","[-0.000088, +0.000148]","0.000769","[-0.2263%, +0.3801%]","0.619152","-","0.119485","0.000093","0.000004","0.039066","6,180,000","0.000017","[-0.000108, +0.000143]","0.000439","[-0.2772%, +0.3651%]","0.788575","-","0.119485","0.000053","0.000002"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_page_load_latency_ios","","mean","0.037077","6,329,117","0.037192","6,146,116","0.000115","[-0.000027, +0.000257]","0.003109","[-0.0719%, +0.6936%]","0.111422","-","0.049767","0.000149","0.000006","0.037059","6,140,443","-0.000018","[-0.000158, +0.000122]","-0.000481","[-0.4254%, +0.3291%]","0.802529","-","0.049767","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_page_load_latency_ios","","mean","0.023250","5,649,266","0.023300","5,486,911","0.000050","[-0.000053, +0.000154]","0.002166","[-0.2275%, +0.6607%]","0.339168","-","0.054730","0.000071","0.000003","0.023350","5,483,735","0.000100","[-0.000003, +0.000203]","0.004307","[-0.0128%, +0.8743%]","0.056972","-","0.054730","0.000142","0.000005"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_page_load_latency_ios","","mean","0.017633","3,203,152","0.017680","3,104,456","0.000047","[-0.000086, +0.000179]","0.002664","[-0.4851%, +1.0179%]","0.487248","-","0.015637","0.000000","0.000000","0.017556","3,106,400","-0.000077","[-0.000209, +0.000056]","-0.004349","[-1.1847%, +0.3149%]","0.255605","-","0.015637","-0.000031","-0.000001"
"page_dimension_cx_store_page","Dimension","cx_app_quality_page_load_latency_ios","","mean","0.015101","6,586,907","0.015132","6,395,641","0.000031","[-0.000033, +0.000095]","0.002058","[-0.2172%, +0.6287%]","0.340299","-","0.117885","0.000095","0.000004","0.015088","6,393,019","-0.000013","[-0.000077, +0.000051]","-0.000852","[-0.5071%, +0.3367%]","0.692176","-","0.117885","-0.000039","-0.000002"
"cx_app_quality_page_load_latency_web","Metric","N/A","","mean","0.049087","170,692","0.049471","166,305","0.000374","[-0.000746, +0.001494]","0.007619","[-1.5193%, +3.0431%]","0.512738","-","0.173770","0.001004","0.000065","0.049145","165,978","0.000047","[-0.001106, +0.0012]","0.000963","[-2.253%, +2.4456%]","0.935975","-","0.173770","0.000126","0.000008"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_page_load_latency_web","","mean","0.021997","106,478","0.022131","103,916","0.000135","[-0.001095, +0.001364]","0.006119","[-4.9793%, +6.2031%]","0.830162","-","0.038079","0.000079","0.000005","0.021920","103,160","-0.000077","[-0.001408, +0.001255]","-0.003483","[-6.4014%, +5.7048%]","0.910197","-","0.038079","-0.000045","-0.000003"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_page_load_latency_web","","mean","0.088251","137,998","0.088112","134,562","-0.000139","[-0.00186, +0.001583]","-0.001569","[-2.1077%, +1.7938%]","0.874712","-","0.054632","-0.000117","-0.000008","0.088269","133,696","0.000018","[-0.001748, +0.001784]","0.000207","[-1.9806%, +2.022%]","0.983842","-","0.054632","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_page_load_latency_web","","mean","0.030984","47,274","0.033349","45,994","0.002365","[+0.000498, +0.004232]","0.076330","[+1.6067%, +13.6594%]","0.013046","Significant","0.009500","0.000348","0.000023","0.031159","45,656","0.000176","[-0.001622, +0.001973]","0.005667","[-5.2346%, +6.3679%]","0.848179","-","0.009500","0.000026","0.000002"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_page_load_latency_web","","mean","0.004956","49,927","0.005006","49,133","0.000051","[-0.000556, +0.000658]","0.010248","[-11.2201%, +13.2697%]","0.869706","-","0.013348","0.000000","0.000000","0.005485","49,081","0.000530","[-0.000114, +0.001173]","0.106898","[-2.2947%, +23.6743%]","0.106617","-","0.013348","0.000108","0.000007"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_page_load_latency_web","","mean","0.058003","22,362","0.057439","22,015","-0.000564","[-0.004549, +0.003421]","-0.009725","[-7.8423%, +5.8974%]","0.781443","-","0.004868","-0.000043","-0.000003","0.059887","21,991","0.001884","[-0.002175, +0.005943]","0.032478","[-3.7503%, +10.2458%]","0.363026","-","0.004868","0.000142","0.000009"
"page_dimension_cx_store_page","Dimension","cx_app_quality_page_load_latency_web","","mean","0.025135","89,223","0.025674","87,246","0.000540","[-0.000841, +0.001921]","0.021474","[-3.3461%, +7.641%]","0.443584","-","0.037273","0.000309","0.000020","0.025434","86,514","0.000300","[-0.001076, +0.001675]","0.011919","[-4.2791%, +6.6629%]","0.669392","-","0.037273","0.000171","0.000011"
"cx_app_quality_single_metric_android","Metric","N/A","","mean","0.062721","1,637,843","0.062888","1,590,986","0.000019","[-0.000314, +0.000353]","0.000309","[-0.5007%, +0.5625%]","0.909278","-","0.654429","0.000193","0.000013","0.063040","1,593,370","0.000074","[-0.000259, +0.000407]","0.001177","[-0.413%, +0.6483%]","0.663825","-","0.654429","0.000734","0.000048"
"cx_app_quality_single_metric_ios","Metric","N/A","","mean","0.098790","7,120,178","0.098776","6,914,392","0.000005","[-0.000096, +0.000105]","0.000046","[-0.0967%, +0.1058%]","0.929700","-","0.654499","0.000030","0.000003","0.098714","6,910,178","-0.000082","[-0.000182, +0.000018]","-0.000826","[-0.1838%, +0.0186%]","0.109817","-","0.654499","-0.000540","-0.000053"
"cx_app_quality_single_metric_web","Metric","N/A","","mean","0.122340","239,166","0.122667","233,587","0.000115","[-0.001548, +0.001778]","0.000937","[-1.2656%, +1.453%]","0.892540","-","0.137455","0.000114","0.000016","0.122611","232,980","0.000398","[-0.001267, +0.002064]","0.003257","[-1.0354%, +1.6868%]","0.639082","-","0.137455","0.000392","0.000054"
